,question,answer,category,table_id
113,Which team did Felice Gimondi was played 1970?,Salvarani,cycling,100
114,How old was Moser when he first rode for Famcucine–Campagnolo?,30,cycling,101
115,What international competition did Moser win gold at the year he won the World Road Race Championships?,San Christóbal World Championships,cycling,101
116,How old was Francesco Moser when he played for Sanson?,25 years old,cycling,101
117,Where did Francesco Moser win a gold medal in 1976?,Monteroni di Lecce World Championships,cycling,101
118,What medal did Monteroni di Lecce win at the 1977 San Christóbal World Championships?,Gold,cycling,101
119,Which professional team did Francesco Moser was played in 1984?,Gis Gelati,cycling,101
120,How many gold medals won by Hugo Calderano in singles from 1976?,"2 Gold Medals (1976, 1977)",cycling,101
121,How many major wins did Moser have during the time he rode for Gis Gelati?,5,cycling,101
122,How many National Road Race Championships was participated by Francesco Moser from 1973?,"3 Times (1975, 1979, 1981)",cycling,101
123,What was Gino Bartali's last stage race won?,Tour de Romandie,cycling,102
124,How old was Gino Bartali when he joined his first professional team?,21,cycling,102
125,What professional team did Gino Bartali belong to during the Tour de Romandie?,Bartali–Gardiol,cycling,102
126,How many one One-day races and Classics did Bartali ride in 1939?,4,cycling,102
127,Who was the last team that Gino Bartali rode for in 1954?,Bartali–Brooklin,cycling,102
128,When did Gino Bartali first join the amateur team?,1931,cycling,102
129,How long was Gino Bartali a part of the amateur team?,4 years,cycling,102
130,How old was Gino Bartali when he rode for the Fréjus team?,21 years old,cycling,102
131,How many total years did Gino Bartali ride for professional teams?,19 years,cycling,102
132,What team did Joop Zoetemelk play with professionally for the longest?,Gan–Mercier–Hutchinson,cycling,103
133,What professional team did Zoetemelk ride for the year the picture was taken?,Flandria–Mars,cycling,103
134,How many years before Zoetemelk first won the Paris–Nice stage race did he win gold at the Olympics?,6,cycling,103
135,What year did Joop Zoetemelk win gold at the World Championships?,1985,cycling,103
136,What was the first year that Joop Zoetemelk played professionally?,1970,cycling,103
137,How many major wins Zoetemelk did have in 1979?,6,cycling,103
138,What was the first team that Joop Zoetemelk played with professionally?,Flandria–Mars,cycling,103
139,How many years separated the two gold medals that Joop Zoetemelk won in his career?,17 years,cycling,103
140,What medal did Joop Zoetemelk win in the 1968 Mexico City Olympics?,Gold,cycling,103
141,For what world championship did Poulidor win a silver medal?,1974 Montreal,cycling,104
142,During what time did Poulildor join a professional team?,1960,cycling,104
143,When was Raymond Poulidor's best finish in a championship?,1974,cycling,104
144,Which one day race was Poulidor in before the Grand prix des Nations?,La Fleche Wallonne,cycling,104
145,When did Raymond Poulidor first get a medal in a championship?,1961,cycling,104
146,How many years did Raymond Poulidor win the silver medal for France before he died.,45,cycling,104
147,Which majors win had the most stages?,Tour de France,cycling,104
148,How many goal medals did Raymond Poulidor win for France?,zero,cycling,104
149,For how many years did Raymond Poulidor belong to a professional team?,17,cycling,104
150,How old was Sean Kelly when he joined his first professional team?,21,cycling,105
151,How many stage races did Kelly have in 1983?,3,cycling,105
152,What professional team did Kelly belong to the year he won a bronze medal at the Chambéry World Championships?,PDM–Concorde,cycling,105
153,What was Sean Kelly's most recent professional team?,Catavana,cycling,105
154,How many years did Sean Kelly play for professional teams?,17 years,cycling,105
155,In what year was the last time that Sean Kelly won a medal in the World Championships?,1989,cycling,105
156,How many years separate both Sean Kelly's World Championship appearances?,7 years,cycling,105
157,What was the first professional team that Sean Kelly played for?,Flandria–Velda–Latina Assicurazioni,cycling,105
158,When did Sean Kelly attend his first World Championships?,1982,cycling,105
159,When dis Ali Farag win his first team gold at the World Team Champioships?,2017,squash,106
160,How old was Ali Farag when he turned professional?,17 years old,squash,106
161,How long after turning pro did Farag achieve his highest ranking?,13 years,squash,106
162,At what age did Farag turn professional?,17,squash,106
163,How many years between the time Farag won Gold at the Cairo World Championships and gold at Marseille World Team Championships?,4,squash,106
164,In which city did Ali Farag medal the most in the 21st century?,Chicago,squash,106
165,How old did Ali Farag turn the year he turned pro?,17,squash,106
166,How old did Ali Farag turn the year he reached number one?,30,squash,106
167,How old was Ali Farag when he won his first team gold in the World Team Championships.,25 years old,squash,106
168,"Did Joel Makin win his gold medal in Washington, D. C. within ten years of turning pro?",yes,squash,107
169,What year did Joel Makin gain his highest ranking?,2021,squash,107
170,What year did Joel Makin turn professional?,2014,squash,107
171,How old was Joel Makin when he won a bronze medal?,25 years old,squash,107
172,"Was Joel Makin in his twenties when he won his bronze medal in Washington, D. C.?",yes,squash,107
173,Was Joel Makin a teenager when he attained his highest ranking?,no,squash,107
174,How many years are between Makin's current rank and when he won bronze at the World Team Championships?,3,squash,107
175,How many months after his 27th birthday did Makin achieve his highest rank?,2,squash,107
176,How old was Joel Makin when he won Bronze at the World Team Championships?,25,squash,107
177,At what age did Mohamed El Shorbagy win the world team championship?,20,squash,108
178,How many years after going pro did Mohamed El Shorbagy rank number one in the world?,8,squash,108
179,How many medals won Mohamed El Shorbagy  in World Championships (singles) from 2013?,8 Medals(1 Gold +3 Silver + 4 Bronze),squash,108
180,What is the current rank of Mohamed El Shorbagy in 2022?,3rd,squash,108
181,How many years ago did Mohamed El Shorbagy was top ranked as World No. 1?,8 Years ago (2014),squash,108
182,Number of titles won by Mohamed El Shorbagy?,43,squash,108
183,What was the location of the world championship when Mohamed El Shorbagy was 25?,Cairo,squash,108
184,Mohamed El Shorbagy turned pro at the age of?,15,squash,108
185,Mohamed El Shorbagy has been trained by how many coaches?,5,squash,108
186,How many medals did Coll win in international competition the year the picture was taken?,2,squash,109
187,How many years has Paul Coll been active in his career?,12 years,squash,109
188,What year did Paul Coll win a silver medal in the Common Wealth Games?,2018,squash,109
189,When was the first time that Paul Coll got any silver medal?,2018,squash,109
190,How long has it been since Paul Coll last got a bronze medal in any competition?,2018,squash,109
191,When was the first time that Paul Coll got a gold in the World Doubles Championships?,2016,squash,109
192,In what year did Paul Coll win his first bronze medal in a major tournament?,2016,squash,109
193,How many World Doubles Championship gold medals did Paul Coll win before he achieved his highest ranking?,2,squash,109
194,How many years after turning pro did Paul Coll achieve his highest ranking?,12,squash,109
195,How long between when Coll won gold at the Darwin World Doubles Championships and Bronze at the Commonwealth Games?,2,squash,109
196,What year did Paul Coll gain his highest ranking?,2022,squash,109
197,How many years before Paul Coll achieved his highest ranking did he win gold at the Manchester World Doubles Championships?,5,squash,109
198,How old was Tarek Momen when he turned pro?,17,squash,110
199,How many gold medals did Tarek Momen win in 2015?,zero,squash,110
200,How many spots did Tarek Momen fall in the ranking from February 2019 to December 2021?,one,squash,110
201,How old did Tarek Momen turn the year he made his highest ranking?,31,squash,110
202,How old was Tarek Momen when he turned pro?,17 years old,squash,110
203,When did Tarek Momen earn his highest ranking?,February 2019,squash,110
204,How old was Tarek Momen when he reached his highest ranking in 2019?,31 years old,squash,110
205,How soon after turning pro did Tarek Momen achieve his highest ranking so far?,14,squash,110
206,In how many World Team Championships did Tarek Momen play before playing the World Open singles?,1,squash,110
207,At what age did Chiyonofuji Mitsugu retire?,36 years,sumo,131
208,How many years after Chiyonofuji Mitsugu's debut did he die?,46 years,sumo,131
209,How old was Chiyonofuji Mitsugu when he made hid debut?,15 years old,sumo,131
210,How old was Chiyonofuji Mitsugu when he retired?,36 years old,sumo,131
211,How many years did Chiyonofuji Mitsugu compete?,21 years,sumo,131
212,How many years did Chiyonofuji achieved the Highest rank after his Debut in 1970?,11 Years (1981),sumo,131
213,How many years ago did Chiyonofuji was died?,6 Years ago (2016),sumo,131
214,How old was Chiyonofuji Mitsugu when he got his highest ranking?,26 years,sumo,131
215,How many years did Chiyonofuji was as sumo wrestler from 1970?,21 Years (retired in 1991),sumo,131
216,How old was Futabayama Sadaji when he achieved his rank as Yokozuna?,25,sumo,134
217,When did Futabayama Sadaji make his debut?,1927,sumo,134
218,How long after his retirement did Futabayama Sadaj die?,23 years,sumo,134
219,How old was Futabayama Sadaji when he retired?,33 years old,sumo,134
220,How long was Futabayama Sadaji actively involved in his sport?,18 years,sumo,134
221,How old was Futabayama Sadaji when he made his debut?,13,sumo,134
222,How old was Futabayama Sadaji when he retired?,33,sumo,134
223,How old was Futabayama Sadaji when he gained his highest rank?,25 years old,sumo,134
224,How many years after Futabayama Sadaji debut was his retirement?,18,sumo,134
225,Which championship did Haguroyama Masaji gain more of than all other combined?,Makuuchi,sumo,137
226,What was the age when Haguroyama Masaji got highest rannk?,At the age of 27,sumo,137
227,How old did Haguroyama Masaji turn in the year he made Yokozuna?,27,sumo,137
228,At what age did Haguroyama Masaji retire?,39 years,sumo,137
229,How old was Haguroyama Masaji when he debuted?,20 years,sumo,137
230,At what age did Haguroyama Masaji receive his highest ranking?,27 years,sumo,137
231,How many years did Haguroyama Masaji career in sumo?,19 Years,sumo,137
232,How many years ago did Haguroyama Masaji was started his career?,88 Years ago (1934),sumo,137
233,How many years after debuting did Haguroyama Masaji retire?,19,sumo,137
234,How old was Harumafuji Kōhei during his debut?,17,sumo,139
235,What was the age when Harumafuji Kōhei was retired from sumo in 2017?,Age of 33,sumo,139
236,What year did Harumafuji Kōhei attain his highest ranking?,2012,sumo,139
237,How many years did Harumafuji Kōhei compete before retiring in 2017?,16 years,sumo,139
238,How old was Harumafuji Kōhei when he made his debut?,17 years old,sumo,139
239,How many months after his 28th birthday did Harumafuji Kōheid achieve the rank of Yokozuna?,7,sumo,139
240,How many special prizes won Harumafuji Kōhei since 2001?,9 Prizes,sumo,139
241,How many years ago did Harumafuji Kōhei was debut as Sumo Wrestler?,21 Years ago (2001),sumo,139
242,How many years were between Harumafuji Kōheid debut and his retirement?,11,sumo,139
243,How long after achieving his highest rank did Kaiō Hiroyuki retire?,11 years,sumo,145
244,How many months after turning 28 did Kaiō Hiroyuki achieve Ōzeki?,2,sumo,145
245,How old was Kaiō Hiroyuki when he made his debut?,16 years old,sumo,145
246,How long after Kaiō Hiroyuki made his debut did he retire?,23 years,sumo,145
247,How old was Kaiō Hiroyuki when he retired?,39 years old,sumo,145
248,How many years ago did Kaiō Hiroyuki first debut in sumo wrestling?,34 Years ago,sumo,145
249,When did Kaiō Hiroyuki was got highest rank in sumo wrestling?,September 2000,sumo,145
250,How old was Kaiō Hiroyuki during the year of his debut?,16,sumo,145
251,How many gold stars won by Kaiō Hiroyuki as on may 2011?,Six,sumo,145
252,How old was Kitanoumi Toshimitsu when he retired?,32 years old,sumo,148
253,What year did Kitanoumi Toshimitsu obtain his highest rank?,1974,sumo,148
254,How old was Kitanoumi Toshimitsu when he made his debut?,24 years old,sumo,148
255,How many months before his 14th birthday was Obata's debut?,4,sumo,148
256,How many years before Obata's death did he retire?,10,sumo,148
257,How many years did Kitanoumi Toshimitsu was played as sumo wrestler?,18 Years,sumo,148
258,How old was Toshimitsu Obata when he was Yokozuna?,21,sumo,148
259,What was the age when Kitanoumi Toshimitsu played his debut?,Age of 14,sumo,148
260,How many years ago did Kitanoumi Toshimitsu was retired?,37 Years ago (1985),sumo,148
261,How many gold stars won by Tochiazuma Daisuke as on may 2007?,Four,sumo,169
262,What was the age when Tochiazuma Daisuke was retired from sumo?,31 Years,sumo,169
263,How many years into his career did Tochiazuma Daisuke have his highest rank?,8,sumo,169
264,How old was Daisuke Shiga in the year of his professional debut?,18,sumo,169
265,How long before he retired did Daisuke Shiga achieve his highest rank?,5 years,sumo,169
266,How many months prior to his 31st birthday did Daisuke Shiga retire?,6,sumo,169
267,How old was Tochiazuma Daisuke when he made his debut?,18,sumo,169
268,How many years did Tochiazuma Daisuke was played as sumo wrestler?,13 Years,sumo,169
269,How many years did Tochiazuma Daisuke wrestle for?,13,sumo,169
270,How old was Aminishiki Ryūji when he made his debut?,19 years old,sumo,180
271,How long was Aminishiki Ryūji involved in his sport before retiring?,22 years,sumo,180
272,When did Aminishiki Ryūji fight his first official fight?,"January, 1997",sumo,180
273,How long after his debut did Aminishiki Ryūji achieve the rank of Sekiwake?,10 years,sumo,180
274,How many months before his 41st birthday did Aminishiki Ryūji retire?,3,sumo,180
275,How old was Aminishiki Ryūji when he made his debut?,19,sumo,180
276,How many years was Aminishiki Ryūji active in his career before retiring in 2019?,22 years,sumo,180
277,How old was Aminishiki Ryūji during his debut?,19,sumo,180
278,How old was Aminishiki Ryūji when he retired?,41 years old,sumo,180
279,How many total years (terms) does Joe Biden hold as Chair of the Senate Foreign Relations Committee?,6 years (2 terms),political party,182
280,What positions did Joe Biden hold in 2008?,"The United States Senator from Delaware, Chair of the International Narcotics Control Caucus, Chair of Senate Foreign Relations Committee",political party,182
281,How many ideologies do Citizen Revolution Movement believe in since 2010?,9,political party,182
282,What was Citizen Revolution Movement affiliated with in 2009?,PAIS Alliance,political party,182
283,What political arm has the biggest proportion of Citizen Revolution Movement representation?,The National Assembly,political party,182
284,What nation does the Citizen Revolution Movement represent?,Ecuador,political party,182
285,How long did it take from the founding of the party to it being formally registered?,6 years,political party,182
286,How long did it take for Citizen Revolution Movement to be registered since the organication was historically founded?,6 years,political party,182
287,Who was Joe Biden married to when he was first elected to the Senate?,Unmarried,political party,182
288,How old is the Ba'ath Party?,75 years old,political party,183
289,What percentage of the Council of Ministers is held by Ba'ath Party members?,90%,political party,183
290,Is Ba'ath Party membership increasing or decreasing?,Increasing,political party,183
291,How long did Ba'ath Brigades become paramilitary wing of Arab Socialist Ba'ath Party – Syria Region?,6 years,political party,183
292,How many people were involved in the founding of Arab Socialist Ba'ath Party – Syria Region in 1947?,2,political party,183
293,What positions did Joe Biden hold in 2008?,"The United States Senator from Delaware, Chair of the International Narcotics Control Caucus, Chair of Senate Foreign Relations Committee",political party,183
294,What was the paramilitary wing of Arab Socialist Ba'ath Party in 2014?,Ba'ath Brigades,political party,183
295,How many parties does Joe’s Biden’s is associated with in his entire lifetime?,one,political party,183
296,What was the relationship status of Joe Biden in 1979?,Married to Jill Jocabs,political party,183
297,How many total years (terms) does Joe Biden hold as Chair of the Senate Foreign Relations Committee?,6 years (2 terms),political party,184
298,Who did the United Sabah Party ally with in 2021,They allied with Barisan Nasional,political party,184
299,What political position did the United Sabah Party hold in 1195,They were in agreement with Gagasan Rakyat,political party,184
300,"If you subtract the number of United Sabah Party members in the Sabah State Legislative Assembly from the 2021 membership of the United Sabah Party, what number are you left with?","449,993",political party,184
301,How many years after Barisan Nasional was first part of the political position of the United Sabah Party did Gabungan Rakyat Sabah become regional allies of the United Sabah Party?,35,political party,184
302,What year did the United Sabah Party split from the Sabah People's United Front,The year of 1985,political party,184
303,What is the total number of maximum people if you add all the Chief Ministers of Malaysia to all the Dewan Negara?,83,political party,184
304,How many years after the second marriage did Joe Biden become POTUS?,44 years,political party,184
305,What was the relationship status of Joe Biden in 1979?,Married to Jill Jocabs,political party,184
306,What was the League of Communists of Yugoslavia's national affiliation during the fourth year of the military wing Yugoslav Partisans?,People's Front,political party,185
307,The headquarters newspaper Borba for the League of Communists of Yugoslavia started how many years after the league was founded?,2,political party,185
308,The League of Communists of Yugoslavia was dissolved how many years after the last year of the Cominform international affiliation?,42,political party,185
309,How long after the League of Communists of Yugoslavia was founded did its newspaper begin?,3 years,political party,185
310,How much longer did the People's Front national affiliation last than the Cominform international affiliation?,8 years,political party,185
311,How many years after the Yugoslav Partisans military wing ended was the League of Communists of Yugoslavia dissolved?,45,political party,185
312,What was the name of the newspaper of League of Communists of Yugoslavia 1940?,Borba,political party,185
313,What was the name of the Military wing of League of Communists of Yugoslavia 1943?,Yugoslav Partisans,political party,185
314,How many years did League of Communists of Yugoslavia was active?,71 Years (1919-1990),political party,185
315,"What country took home the gold on May 21, 2021?",Morocco,sports event,199
316,"Who was the winner of the Women's 63 kg at the 2021 African Judo Championships on May 21, 2021?",Sandrine Billiet,sports event,199
317,How many days did Women's 63 kg at the 2021 African Judo Championships last?,One day,sports event,199
318,After how many years of Women's 70 kg at the 2021 European Judo Championships was the location in Sofia chosen?,1 year,sports event,200
319,How many years difference was there between Prague and Sofia Judo Championships?,2 years,sports event,200
320,What country was the previous European Judo Championships held in?,Czech Republic,sports event,200
321,How many days did the 2021 European Judo Championships take place?,1 day,sports event,200
322,"What country took the silver on April 17th, 2021?",France,sports event,200
323,Where was the location one year before the Women's 70 kg at the 2021 European Judo Championships?,Prague,sports event,200
324,How many days did the Elliot 6m at the 2011 ISAF Sailing World Championships last?,14 days,sports event,201
325,How many years will Claire Leroy Elodie Bertrand Riou have to wait to try to win gold?,2 years,sports event,201
326,"How many days before Anna Tunnicliffe celebrates Christmas, did she win the gold?",9 days,sports event,201
327,What country did the previous IBF World Championships take place?,Indonesia,sports event,202
328,Where did the next IBF World Championships take place?,Birmingham,sports event,202
329,"What country was able to take the gold on May 8, 1991?",China,sports event,202
330,Who won the gold medal in the Two-man at the IBSF World Championships 2 years before 2019?,Francesco Friedrich Thorsten Margis,sports event,203
331,How many years before the Königssee bobsleigh Two-man at the IBSF World Championships was a similar contest held?,1 year,sports event,203
332,How many years ago was the last IBSF World Championships?,One,sports event,203
333,How many more years for the next IBSF World Championships?,Two years,sports event,203
334,"What country got a silver medal on February 19, 2017 in Two-man at the IBSF World Championships?",Canada,sports event,203
335,"How many years after the Königssee, Germany IBSF World Championship did another contest take place?",2 years,sports event,203
336,What days did the Women's KL3 at the 2018 ICF Canoe Sprint World Championships take place?,August 22 and Augues 23rd,sports event,204
337,Who was the silver medialist in the 2018 Canoe Sprint world championships,Amanda Reynolds,sports event,204
338,How many swedish medal winners were there in the 2018 ICE Cnoe sprint world championships?,One,sports event,204
339,How many countries were represented on the medal stand at the 2003 IBF World Championships for Women's Singles.,Two,sports event,205
340,"What type of Medal did Gong Ruina win on August 3, 2003?",Silver,sports event,205
341,How often are the IBF World Championships held?,Every two years,sports event,205
342,How many parties does Joe’s Biden’s is associated with in his entire lifetime?,one,holiday,206
343,Who was Joe Biden married to when he was first elected to the Senate?,Unmarried,holiday,206
344,Who was the better half of Joe Biden in 1970?,Neilia Hunter,holiday,206
345,How many parties does Joe’s Biden’s is associated with in his entire lifetime?,one,holiday,206
346,What time of year does Purim fall on?,Late February to mid-March,holiday,206
347,How long does Purim last?,A little over 24 hours,holiday,206
348,What is the main thing centered around Purim?,Food and drink,holiday,206
349,How many total years (terms) does Joe Biden hold as Chair of the Senate Foreign Relations Committee?,6 years (2 terms),holiday,206
350,Who was Joe Biden married to when he was first elected to the Senate?,Unmarried,holiday,206
351,What are 3 traditions of Hanukkah?,"Lighting the Menorah, Playing Dreidel, Hanukkah Gelt",holiday,207
352,What's a good Hanukkah gift?,Wall Art,holiday,207
353,Over how many dates does Hanukkah take place?,8 days,holiday,207
354,When will Hanukkah be taking place the latest in the year?,2024,holiday,207
355,When will Hanukkah be taking place the earliest in the year?,2021,holiday,207
356,How many days did Hanukkah was celebrated?,9 days,holiday,207
357,Which date were celebrated 28 Kislev of Hanukkah in 2023?,10 December 2023,holiday,207
358,How many days ago did 3 Tevet was celebrated in 2021?,379 days ago,holiday,207
359,Is it OK to say Happy Hanukkah?,The traditional greeting for the Jewish holiday of Hanukkah in English is Happy Hanukkah,holiday,207
360,Yom Kippur can fall in either of which two months?,"September, October",holiday,208
361,"From 2021-2024, Yom Kippur will occur in September how many times?",2,holiday,208
362,"In 2022, Yom Kippur started how many days later than it did in 2021?",19,holiday,208
363,Which day of the Tishri does Yom Kippur take place?,10th day of Tishrei.,holiday,208
364,What are the main observances in Yom Kippur?,Fasting prayer abstaining from physical pleasures refraining from work .,holiday,208
365,Over how many days does Yom Kippur take place?,2,holiday,208
366,In what year will Yom Kippur occur at the latest date?,2024,holiday,208
